SessionID,AdClicks,InfoSectionCount,InfoSectionTime,HelpPageVisits,HelpPageTime,ItemBrowseCount,ItemBrowseTime,ExitRateFirstPage,SessionExitRatio,PageEngagementScore,HolidayProximityIndex,VisitMonth,UserPlatformID,WebClientCode,MarketZone,TrafficSourceCode,UserCategory,IsWeekendVisit,MonetaryConversion
0h1Nok9N7hiLxkOH,4,4,302,0,0,29,675.375,0,0.001333333,0,0,December,Android,Chrome,North America,6,Returning,TRUE,No
vo6IfJHAFHLeHCrb,3,1,0,0,0,56,2627.756494,0.021052632,0.025044663,0,0,November,iOS,Chrome,North America,2,Returning,TRUE,Yes
NRNsNHrJLYi7feYO,3,0,0,0,0,14,244.75,0,0.014285714,0,0,December,Android,,North America,3,Returning,FALSE,No
LehL67OnizMfgnxX,3,10,790.9,0,0,54,2702.390385,0.003076923,0.018518854,0,0,November,Android,,North America,10,Returning,FALSE,Yes
LHjYPvum9zPrYNdv,0,3,52.75,0,0,31,3069.077778,0.006451613,0.020537634,5.793026792,0,November,Windows,Safari,Asia-Pacific,2,Returning,FALSE,Yes
nXMZWJ2IgY7YfEXg,3,0,0,0,0,1,0,0.2,0.2,0,0,November,Android,Edge,,3,Returning,FALSE,No
FNgAhkr0jlR0iVFh,1,0,0,0,0,1,0,0.2,0.2,0,0,December,Windows,Safari,Europe,3,Returning,FALSE,No
wZtwfKB6WDc1v0Q5,,2,36.5,0,0,47,1073.31002,0.004787234,0.029749907,0,0,November,Windows,Safari,North America,3,Returning,TRUE,No
2MlFgTck5ujV7cdn,4,8,125.6309524,6,75,312,13379.36658,0.002769231,0.014969192,8.055833998,0,December,Android,Chrome,South America,2,Returning,FALSE,No
JGmSMw2HLsNz9r6Y,1,2,105.75,0,0,19,1124.888889,0.010526316,0.028229665,0,0,November,iOS,Chrome,Other,2,Returning,TRUE,No
0fJzA389k2RslUkd,2,0,0,2,26.5,149,6001.171475,0.004,0.022010916,0,0,November,Android,Chrome,North America,2,Returning,FALSE,Yes
pPLTy4yLvo9o1WiK,1,1,56.5,1,41.5,87,2504.870761,0.019555912,0.036429937,0,0,November,Windows,Chrome,North America,11,Returning,TRUE,No
PKeF7RbjTmwVYERY,0,1,8,3,181.25,124,4722.568651,0.015892388,0.02243106,24.28901413,0,November,Windows,Safari,North America,3,Returning,FALSE,Yes
w8FJFKhN7rEBAP4n,1,3,63,2,204.25,20,457.25,0.009090909,0.013636364,0,0,December,iOS,Chrome,Oceania,2,,FALSE,Yes
ksOS2sQQYdMvtvWW,,1,54,0,0,23,816.7761905,0,0.012318841,0,0,December,Android,Chrome,,10,Returning,FALSE,No
k4FGsHH9X3OZtDf3,3,0,0,0,0,108,3279.238428,0.012037037,0.030709877,0,0,November,Android,Chrome,Oceania,1,Returning,FALSE,No
T5LcxZuusQVnXTfu,4,16,305,0,0,147,4123.956674,0.003797468,0.010521398,,0,November,,Chrome,North America,8,Returning,FALSE,Yes
lNynd0bfz99yIUK6,4,1,0,0,0,60,1995.416667,0,0.003389831,61.58171224,0,November,Android,Edge,North America,7,New,FALSE,Yes
TgiQJb3KeYEIko0y,4,0,0,0,0,24,1242,0.02173913,0.062318841,0,0,November,Android,Chrome,Oceania,1,Returning,FALSE,No
snUmsUKEZ7wlnDWP,3,3,54.5,0,0,67,2891.744571,0.013235294,0.023901833,0,0,November,iOS,Chrome,North America,13,Returning,TRUE,No
DyPcEM68HdodSQkP,,4,934.5,1,92,18,937.7166667,0,0.005555556,0,0,December,Windows,Safari,Middle East,2,New,FALSE,No
qKO4CU8hujXhKp9c,0,1,4,0,0,39,983.1388889,0.015384615,0.017599068,0,0,November,iOS,Chrome,Middle East,3,Returning,FALSE,No
RXjoXytDY5z258Ju,0,0,0,2,1368,,,0,0.014285714,0,0,November,Windows,Safari,North America,2,Returning,TRUE,Yes
qZffvMq1Ib8KxDbf,1,1,65.5,0,0,2,99,0.033333333,0.066666667,0,0,November,MacOS,Chrome,North America,8,New,TRUE,No
It6Pklq5xBTCyJTQ,4,5,142.75,0,0,76,1523.57803,0.012987013,0.021101928,0,0,November,Android,Chrome,North America,1,Returning,FALSE,No
a8GRleUFPWwBjwuA,3,0,0,0,0,15,729,0,0.033333333,0,0,November,iOS,Chrome,North America,8,New,TRUE,No
ou01ULJhCt528B5i,1,9,241.8416667,0,0,25,673.0333333,0.002150538,0.005222734,27.97341787,0,November,Windows,Safari,,2,New,FALSE,No
DmHDmPv72uG5sDMp,2,0,0,2,21,17,190.7083333,0.022222222,0.039259259,0,0,November,iOS,Chrome,,13,Returning,TRUE,No
BzZGGW98lpJ0Sn6I,0,1,34.5,0,0,10,277.0357143,0,0.002777778,0,0,December,Windows,Safari,Central America,8,New,TRUE,No
o6fGCkZmNEbnbBsH,0,5,61.0125,0,0,51,1141.066667,0.003571429,0.011093074,0,0,December,Android,Chrome,Middle East,2,New,FALSE,No
3wkXC1b6r1pNG1cL,2,0,0,0,0,15,1506.916667,0.004444444,0.033015873,0,0,November,Windows,UC Browser,Europe,11,Returning,FALSE,No
ohAgp415mOGKYsa8,3,0,0,0,0,39,1346.966667,0,0.005128205,67.02771302,0,December,Windows,Safari,South America,2,New,FALSE,Yes
RTD1e7g2wbAfT805,1,0,0,0,0,4,60.5,0.1,0.15,0,0,November,Windows,Safari,North America,1,Returning,FALSE,No
iath0SADde2mcAow,1,2,51.5,2,99.5,15,771.875,0.01,0.026666667,15.39534668,0,December,Android,,Asia-Pacific,2,Returning,FALSE,No
0ErBrtzse0JSJkku,1,9,178.5,0,0,10,558,0.011764706,0.023529412,0,0,November,Android,Firefox,North America,11,Returning,FALSE,No
dWVt6w9I96NzgJwa,2,,,1,0,219,7044.064508,0.003312325,0.015735853,11.65798375,0,November,Android,Chrome,North America,1,Returning,FALSE,Yes
QHfUQAVMdEyuUdFK,3,1,8,0,0,34,709.3333333,0,0.014761905,0,0,November,Android,Chrome,North America,1,Returning,FALSE,No
ZEk8VHvm2sF3jFYa,1,10,770.7388889,2,138.6666667,35,726.0388889,0,0.005434783,10.82357287,0,November,Android,Chrome,Oceania,2,Returning,FALSE,Yes
Fs7wMuUhuEAmfBWl,,7,172.375,2,52.5,226,12900.7676,0.004361055,0.017955889,44.69642794,0,November,Android,Chrome,North America,,Returning,FALSE,Yes
5Zi3GtSMDZxsLQHw,4,0,0,4,82.5,22,1087.986111,0.007692308,0.020244755,0,0,November,iOS,Chrome,Asia-Pacific,2,Returning,FALSE,No
BPZnCaB0i2saFYO9,0,0,0,0,0,11,188.4583333,0,0.009090909,0,0,November,Windows,,North America,8,New,FALSE,No
EAbwLTCSjWOU7ykI,3,0,0,0,0,79,4218.916667,0.012820513,0.028846154,0,0,December,Android,Edge,Oceania,1,Returning,FALSE,No
0tQLMzNNIQVuJUWb,0,5,316.5,4,185.5,144,5757.853961,0.002968037,0.014030074,0,0,November,Windows,Safari,North America,2,Returning,FALSE,No
n5UnqzWK4eFUAThF,3,6,315.1666667,1,85,10,402.8055556,0.014285714,0.014285714,0,0,December,iOS,Chrome,Europe,2,New,FALSE,Yes
wZ8dnnkSBLZgzN02,3,0,0,0,0,32,2787.75,0.00625,0.003125,0,0,November,Windows,Safari,North America,2,New,FALSE,No
km2Qtf1ioaVujSaA,1,2,40.5,0,0,133,4815.701606,0.003731343,0.011738458,,0,November,Android,Chrome,,1,Returning,FALSE,Yes
yoAa4oZDNqPYJHJ0,0,0,0,0,0,91,4766.021032,0,0.009213483,0,0,December,Android,Chrome,North America,2,New,FALSE,No
4hJVy2zRvLZOnGDr,0,0,0,1,59.5,37,925.6666667,0,0.007894737,0,0,November,iOS,Chrome,South America,2,Returning,TRUE,No
xDGlsCl8at8YV0R3,,17,856.8333333,0,0,78,4716.572619,0.011494253,0.026155811,0,,December,iOS,Chrome,North America,1,Returning,TRUE,No
ldNxOr4DLrraKKkc,4,0,0,0,0,2,15,0,0.1,0,0,November,Android,Chrome,North America,1,Returning,FALSE,No
V7f120yQlsw6I4xu,3,0,0,0,0,5,184,0,0.04,0,0,November,MacOS,Safari,South America,2,Returning,FALSE,No
jXfzZrODUyVM9Opm,4,0,0,0,0,20,1245.57619,0,0.005263158,0,0,November,iOS,Chrome,North America,3,Returning,FALSE,No
8DTTjfVaTTirwUUY,,11,504.2833333,1,0,58,2451.058466,0.012365591,0.022769886,0,0,December,iOS,Chrome,North America,1,Returning,FALSE,No
E0mshot3PSsmINyi,3,0,0,0,0,12,292.875,0,0.028333333,0,0,November,MacOS,Chrome,Asia-Pacific,2,Returning,TRUE,No
Mt3bDibUYXKST2pr,0,0,0,0,0,37,2296.25,0,0.014864865,0,0,November,Android,Chrome,North America,13,Returning,FALSE,No
n2uMOGA1xRoc5E0J,2,4,59.2,0,0,,,0,0.043915344,0,0,December,iOS,Chrome,Central America,2,Returning,FALSE,No
ljriQfQJHPfChsOf,3,0,0,0,0,21,476.8666667,0.00952381,0.034126984,0,0,November,iOS,Chrome,North America,2,Returning,TRUE,No
9yRqBoGtO8mqpkpS,3,0,0,0,0,11,435.3333333,0.063636364,0.104242424,0,0,November,Windows,Safari,North America,3,Returning,FALSE,No
NGd2wRCGAYPPyq2B,2,0,0,0,0,13,597.625,0.007692308,0.034615385,0,0,November,iOS,Chrome,North America,8,Returning,FALSE,Yes
jtkXknp6145Bu8mY,4,1,120.5,0,0,75,1677.805952,0.006578947,0.023128655,0,0,December,Android,Chrome,North America,1,Returning,FALSE,No
SHhIs8ciOMTYYJHo,2,2,170,1,22,39,1177.291667,0.002564103,0.01965812,0,0,November,,Firefox,Oceania,2,Returning,FALSE,No
muXjKF6ay8PPeJMB,1,9,387.75,0,0,64,980.5021994,0.000866739,0.012798697,9.581561053,0,November,iOS,Chrome,Asia-Pacific,1,Returning,FALSE,Yes
FmRzqxv4yYizmYuU,2,0,0,0,0,2,0,0.2,0.2,0,0,November,Windows,Safari,North America,1,Returning,FALSE,No
0LS4TtwtcBHudYwF,4,2,44.5,0,0,35,1330.666667,0.005882353,0.014705882,0,0,November,Android,Chrome,Middle East,3,Returning,FALSE,No
buadSFIvi03IqlxA,1,0,0,0,0,24,1050.5,0.022727273,0.062121212,0,0,December,Android,Opera,South America,1,Returning,FALSE,No
KukOnza1CBGEK7SG,3,4,101.3333333,7,693.5,171,9119.885413,0.00441989,0.021627971,0.686565227,,December,Android,Chrome,Asia-Pacific,10,Returning,FALSE,No
bsdyFe8G5h6y4Szm,0,4,55,0,0,2,13,0,0.028571429,,0,December,Android,Opera,South America,2,New,FALSE,Yes
BsNWUAmeBhJ5dmr3,,0,0,0,0,48,1053.952381,0.005434783,0.009815547,0,0,November,Windows,Safari,North America,2,Returning,FALSE,No
TX6lVjkODieVX0hp,1,4,192.5714286,8,1193.125,146,8150.556716,0.001290323,0.01127957,1.842913617,0,November,Android,Edge,,2,Returning,TRUE,No
8RVOo53X5fAxUnJb,0,0,0,0,0,40,1385.666667,0.005,0.0225,0,0,November,Android,Chrome,North America,1,Returning,FALSE,No
D8UGXyUdAzgQPmHJ,2,5,39,0,0,13,137,0,0.011764706,0,0,November,Android,Edge,Asia-Pacific,2,New,FALSE,Yes
UCSWZE6Cb2QL2O9s,3,0,0,0,0,7,88,0.085714286,0.142857143,0,0,November,Android,,Asia-Pacific,1,Returning,FALSE,No
Re3SPXzgmJ8KsMXB,0,1,3,,,11,1046.666667,0.005555556,0.025,0,0,November,iOS,Chrome,North America,10,Returning,TRUE,No
lprnwd2HQlbkZyFj,4,1,10,0,0,27,548.2833333,0.003703704,0.025308642,0,0,December,Android,Edge,Other,2,Returning,FALSE,No
7t2Xcwclly7UfN9J,3,0,0,0,0,20,526.5,0.02,0.035,0,,November,iOS,Chrome,Europe,13,Returning,FALSE,No
golodY8l5ge0m1e4,3,6,190.9231928,0,0,7,603.2565261,0.021862348,0.034024526,0,0,November,Windows,Safari,Asia-Pacific,2,Returning,FALSE,No
8iWNoe042hqsNsC1,3,0,0,0,0,4,67.75,0,0.05,0,0,November,Android,Chrome,North America,1,Returning,FALSE,No
W5TOSySq67rS1ap8,,0,0,0,0,17,559.75,0.011764706,0.019607843,0,0,November,Windows,Safari,Asia-Pacific,3,Returning,FALSE,No
v1SukDcMgqa3N1OR,1,1,30.5,0,0,324,14213.63652,0.002063983,0.010072239,4.485584737,0,November,Android,Chrome,Other,1,Returning,TRUE,Yes
5gsSiAJlZIAjVewL,4,0,0,0,0,2,8,0.15,0.15,0,0,November,Windows,Safari,North America,3,Returning,FALSE,No
7xzmItx2T5QIYHLC,1,0,0,1,0,44,2807.164836,0.025,0.027424242,0,0,November,Windows,Safari,South America,2,Returning,FALSE,Yes
zTsRtcVVn3TrNkAZ,4,3,86.5,0,0,30,2623.916667,0.006666667,0.007619048,23.00194502,0,December,Android,Firefox,North America,2,New,TRUE,Yes
aYiglpclcoB2NHwZ,1,0,0,0,0,85,2112.101515,0.003529412,0.014196078,0,0,November,Android,Chrome,North America,3,Returning,FALSE,No
ECO0FmImeRPKG9Cn,,0,0,0,0,2,34.5,0,0.1,0,0,November,Android,Chrome,Asia-Pacific,3,Returning,TRUE,No
1ROoVt60IcknxGXt,0,5,526.85,4,143.25,266,9770.812093,0.007348856,0.024720163,0.245152903,0,November,Android,,South America,2,Returning,TRUE,No
GHr45oYoTgPHtSiV,2,12,209.375,0,0,43,2754.117424,0.0046875,0.033875153,13.68108942,0,December,iOS,Chrome,,2,Returning,FALSE,No
DbzCbMhlhN1GJsIy,2,0,0,0,0,45,1682.25,0.026666667,0.057777778,0,0,November,Android,Chrome,South America,1,Returning,FALSE,No
qvfFTEFV2JJa5OfE,0,5,64.9,0,0,21,1922.15,0,0.009333333,60.62885042,0,November,iOS,Chrome,North America,2,New,FALSE,Yes
hpTlVjftzbBW3Sz0,0,0,0,0,0,17,1293.083333,0,0.013333333,0,0,December,Android,Firefox,Oceania,2,New,FALSE,No
ileDXSjqb5MwqLF8,4,0,0,0,0,3,34,0,0.066666667,0,0,December,Android,Chrome,North America,2,Returning,TRUE,No
IWELH272b42CiUaH,0,0,0,0,0,1,0,0.2,0.2,0,0,December,Android,Firefox,North America,1,Returning,FALSE,No
WxDCEpSTqjznU3An,0,3,238.05,5,1488,104,3275.87381,0.003030303,0.010822511,1.560184165,0,November,,Safari,Asia-Pacific,10,Returning,FALSE,Yes
RMTetdts1DM8fJmI,1,0,0,0,0,38,935,0,0.007769424,0,0,November,Android,Chrome,Asia-Pacific,11,New,FALSE,No
kLKZ3xzRxjRR3YFk,3,0,0,0,0,14,208.9,0,0.014285714,0,0,November,Windows,UC Browser,South America,11,Returning,TRUE,No
Bf4ropmZ1yUo1sZH,1,1,79,,,137,2668.725046,0.002138405,0.020907736,0,0,November,Android,Chrome,North America,2,Returning,FALSE,No
xLhZMDhMvBjgf0rO,2,2,55.5,0,0,2,26,0,0.06,0,0,December,Windows,Chrome,Other,3,Returning,TRUE,Yes
8C03MoHQYaPSn9TU,2,4,73.33333333,1,0,52,1543.75,0.004166667,0.023639456,0,0,November,Android,Chrome,Other,13,Returning,FALSE,No
AqWD89GWyuoPGYNQ,4,0,0,0,0,11,352.5,0,0.03,0,0,December,Android,Chrome,North America,,Returning,FALSE,No
kifzaHQvhSONOt2N,1,2,56.5,0,0,12,544.8333333,0,0.007142857,31.38886179,0,December,Windows,Chrome,North America,2,Other,TRUE,No
rld0qq7Y7SbCAO89,3,7,102.5,0,0,9,64.75,0,0.027272727,0,0,November,Android,Chrome,,2,New,FALSE,No
oZGAr5Sf4Zmm9kUI,2,0,0,0,0,21,289.5,0.00952381,0.038095238,0,0,December,Android,Chrome,Middle East,10,Returning,FALSE,No
FxxopgQ5pB9DFYUj,3,0,0,0,0,1,0,0.2,0.2,0,0,November,Android,Chrome,Oceania,8,New,FALSE,No
thHSsolkbWz91iBp,,0,0,0,0,6,285.5,0,0.04,18.1695357,0,November,Windows,,North America,8,New,FALSE,Yes
GHiB2gijNRUe5E6R,0,,,0,0,260,8555.765985,0.005401961,0.017330846,0,0,November,Windows,Chrome,North America,2,,FALSE,Yes
Z4MuZqIDkkMBIQLb,0,0,0,0,0,4,76.75,0,0.016666667,0,0,November,Windows,Safari,Central America,2,New,FALSE,Yes
mHlyKTSt9nYhvog9,2,0,0,2,84.5,42,2762.408333,0.004545455,0.025151515,0,0,November,Android,Chrome,North America,2,New,FALSE,No
BT8r4Vy0uMHmNioU,1,5,199.125,0,0,9,430.6071429,0,0.008333333,0,0,November,iOS,Chrome,North America,11,Returning,FALSE,No
2xhx5eLhtzusVwSd,3,0,0,0,0,10,851.1666667,0,0.022222222,0,0,December,Android,Chrome,Europe,1,Returning,FALSE,No
iGeJlJnqiHseg05j,0,0,0,0,0,11,205.7,0,0.022222222,18.85086521,0,December,Windows,Safari,North America,8,New,FALSE,Yes
7J3TbctPQkYZf4tM,0,0,0,0,0,1,0,0.2,0.2,0,0,November,Windows,Safari,Asia-Pacific,2,Returning,FALSE,No
WM3xBZ2NAXUJiGWa,1,0,0,0,0,16,1092.333333,0.025,0.066666667,0,0,December,Android,Chrome,Africa,1,Returning,FALSE,No
vktFB8ZlbE3JF2VY,0,1,21,3,19,39,754.3194444,0.004651163,,0,0,November,Android,Chrome,North America,10,Returning,FALSE,No
Tcm4f71VcQDdr5mi,1,0,0,0,0,68,1806.166667,0.004411765,0.027941176,0,0,November,Android,Chrome,Europe,13,Returning,TRUE,No
8Bj3t7ednRpbUeLm,0,0,0,0,0,25,674.9583333,0,0.016666667,0,0,November,Android,Chrome,South America,8,Returning,FALSE,No
1BYVPjysJjO2mYXH,4,6,446.2380952,3,94,23,866.7071429,0.007142857,0.020522573,6.786958937,0,November,iOS,Chrome,North America,2,Returning,TRUE,No
xwKh3boznJw86PX7,0,0,0,,,7,72.25,0.114285714,0.142857143,0,0,December,Windows,Safari,South America,3,Returning,TRUE,No
onz4H36DeO7nUpwn,0,0,0,0,0,13,737.1666667,0.038461538,0.084615385,0,0,November,iOS,Chrome,Asia-Pacific,13,Returning,FALSE,No
vKWIYBIXS3n93hmO,3,2,13,0,0,19,637.4285714,0.00952381,0.042857143,13.1307834,0,November,,Chrome,North America,3,Returning,FALSE,No
iEdIiuo47BT5gIRL,0,0,0,0,0,35,586.375,0.018285714,0.053714286,0,0,November,Android,Edge,North America,3,Returning,FALSE,No
xBlKXelcQCt8Qr9Z,,5,123,1,12.25,26,934.15,0.014814815,0.034567901,0,0,December,Windows,Safari,Asia-Pacific,3,Returning,FALSE,No
YwuJTOQtDMcLp7sk,3,2,167.8888889,2,825.5,117,5256.472341,0.004030055,0.014604028,3.187495058,0,November,iOS,Chrome,Africa,,Returning,FALSE,Yes
rIdupJiuIjXApd7E,1,4,111.1666667,2,25.75,16,411.9375,0.00952381,0.00952381,0,0,November,iOS,Chrome,Central America,2,New,TRUE,No
B82ukDkgFz6vqYUg,4,0,0,0,0,1,318.5,0.166666667,0.171428571,0,0,December,iOS,Chrome,Europe,1,Returning,FALSE,No
sTuX5tcvbA0pwYYR,2,0,0,0,0,1,0,0.2,0.2,0,0,December,Android,Edge,Oceania,1,Returning,FALSE,No
5d5Rxv7RhqudRKy5,2,1,15,2,4,,,0.013761468,0.032553517,24.80248887,0,November,Android,,North America,1,Returning,FALSE,Yes
aKsHWXdHcdDjiN4A,4,1,10,0,0,32,1277.75,0,0.006060606,78.12165404,0,December,Linux,Brave,Other,20,Other,FALSE,Yes
tNwaUfOpy9kXLk61,1,0,0,0,0,21,304.5416667,0.00952381,0.023809524,0,0,December,Android,,Asia-Pacific,,Returning,FALSE,No
wQtDWqDyDl52cG4R,1,1,0,0,0,14,1125.875,0,0.042857143,0,0,November,Android,Chrome,North America,2,Returning,FALSE,No
2SxWufnhNApDQugC,2,3,371.7,5,106,85,2128.730927,0.003914141,0.007300316,43.71856886,0,November,Windows,Safari,North America,2,Returning,FALSE,Yes
RY9tGCb0yTKRt0NE,3,5,44,0,0,54,1391.733333,0.005357143,0.022619048,0,0,December,Android,,South America,1,Returning,FALSE,No
dmUjoMiPWniOvcLp,4,0,0,2,324.5,4,64.25,0,0.033333333,0,0,December,,Internet Explorer,Europe,8,New,FALSE,No
cgIJ7L5kD15CluiH,2,0,0,0,0,7,113.25,0.00952381,0.080952381,0,0,December,Android,Chrome,South America,10,Returning,FALSE,No
n78Y5cILQ7fEehQV,2,0,0,0,0,44,691.252381,0.013953488,0.029457364,0,0,November,Android,Samsung Internet,Africa,,Returning,FALSE,No
bTa6J1UHkCxCjfc4,3,3,37.75,1,10,24,274.5,0,0.006666667,0,,December,Android,Chrome,North America,2,New,FALSE,No
xDNOd9qyaTdCT2dz,0,11,202.4254386,5,1767.666667,338,13265.35595,0.007520348,0.018855633,1.114150182,0,November,Android,Chrome,Asia-Pacific,2,Returning,FALSE,Yes
2N26q5H7dL89ujfV,3,0,0,0,0,20,2846.833333,0.006666667,0.0475,0,0,November,Android,Chrome,Asia-Pacific,,Returning,FALSE,No
dELqCJdVbR4cTEYh,2,7,51.70833333,2,280.5,149,7569.182143,8.01E-05,0.016297591,11.37726052,0,November,Android,Chrome,Europe,2,Returning,FALSE,Yes
VDywUsxlEm5kq7zl,2,3,47,0,0,89,3436.975,0,0.004387373,0,0,November,Android,Chrome,Asia-Pacific,2,New,FALSE,Yes
isNd7Qy7sL6yywl8,3,4,900.5,0,0,14,1957.5,0,0.014117647,105.260972,0,December,Windows,Safari,Asia-Pacific,10,Returning,FALSE,Yes
M3Fze95H7U7zx1Em,3,1,19.75,2,0,29,942.3958333,0.048181818,0.075942002,0,0,December,iOS,Chrome,,2,Returning,FALSE,No
IoUQ5DaaQfQit2Ek,,0,0,4,758.5,23,1133.333333,0.008,0.020266667,12.36126667,0,December,iOS,Chrome,Middle East,2,Returning,TRUE,No
1O255i3cVAkpsZNk,4,3,30.5,5,789.125,272,7434.743073,0.00931255,0.022108499,0,0,November,Windows,Safari,North America,2,Returning,FALSE,No
YD5csDZh8fgytTXB,3,4,367,5,2256.916667,74,8981.580128,0.002988954,0.043301833,0,0,December,Android,Chrome,North America,8,Returning,FALSE,No
qR3ZZ3VBetcooe4d,2,4,46.45833333,0,0,,,0,0.007267442,27.75787044,0,November,Android,Edge,Asia-Pacific,1,Returning,FALSE,Yes
v4cSjBfJNQjbWSKX,3,2,33.5,0,0,108,2270.908333,0.005504587,0.029663609,0,0,November,Android,Chrome,North America,3,Returning,FALSE,No
8tUSGeXOxe0PZUa4,1,1,33.5,0,0,15,710.25,0,0.011111111,0,0,December,Android,Opera,North America,8,New,FALSE,No
qEl8NANitv804RF0,2,4,43.225,0,0,13,293.725,0.022222222,0.064259259,0,0,November,Android,Chrome,Asia-Pacific,2,Returning,FALSE,No
5vGAJayXwOxoLRH7,1,4,77.5,0,0,17,678.25,0,0.031578947,0,0,November,Windows,Chrome,North America,3,Returning,FALSE,No
WRpUm1QNKXwohWnB,2,0,0,0,0,61,1636.466667,0,0.009289617,0,0,November,Android,Chrome,North America,2,New,FALSE,No
MHSRwmL6S0FXxYTk,4,0,0,0,0,7,99.75,0,0.028571429,0,0,December,Linux,Chrome,North America,2,New,TRUE,No
jSEmvasm7HyH55EL,0,3,76.25,0,0,16,301.6666667,0.014285714,0.031746032,0,0,November,Windows,Safari,South America,8,Returning,FALSE,No
FDs3qO6Zz8WIQqy2,4,0,0,0,0,56,2354.958333,0,0.018571429,0,0,November,Android,Chrome,Asia-Pacific,2,New,TRUE,No
lGixFUzjCY69hFGE,0,4,296.75,0,0,10,183.7083333,0.015384615,0.026666667,0,0,December,Windows,Safari,Asia-Pacific,2,Returning,FALSE,No
T8YD39DDDT7ClmNn,3,12,1449.666667,4,559.0833333,127,4876.007712,0.005755396,0.029203072,5.751219035,0,November,Android,Chrome,North America,2,Returning,FALSE,No
V9WjqFP5b31yRTsM,4,0,0,0,0,21,1598.25,0.022222222,0.047301587,0,0,November,MacOS,Safari,South America,1,Returning,FALSE,No
rZF5075bFTMznJUW,1,0,0,0,0,10,385,0,0.022222222,0,0,December,Android,Chrome,Asia-Pacific,2,New,TRUE,No
Qou5MNf6a31x5c93,1,0,0,0,0,2,180.1470588,0.033333333,0.055555556,0,0,November,ChromeOS,Chrome,Asia-Pacific,8,Returning,FALSE,No
0H8wb99Af2WOnckR,4,0,0,1,5,89,2744.541071,0.003370787,0.015636704,0,0,November,iOS,Chrome,Middle East,10,Returning,TRUE,No
NG0kx8RCbKA5pj0J,4,9,444.2847222,0,0,534,18504.12621,0.010856514,0.023309001,2.54795624,0,November,Android,Chrome,Asia-Pacific,2,Returning,TRUE,Yes
NAMvOvTh7yqGqlwD,1,8,171.75,0,0,32,486.6666667,0,0.005555556,0,0,December,MacOS,Chrome,North America,2,New,FALSE,No
1uXCURX9n8cyDTcJ,4,,,0,0,2,54,0,0.033333333,0,0,November,Windows,Safari,Africa,10,Returning,TRUE,No
H29gOHzSvlUeGNhp,2,2,55.375,1,566,29,1978.14881,0.001904762,0.016222222,0,0,November,iOS,Chrome,North America,10,Returning,FALSE,No
bQpWh8sHjzddiLZM,,0,0,0,0,19,421,0,0.010526316,0,0,December,Android,Chrome,Middle East,3,Returning,FALSE,No
jLHUyLyzyu1QBA3o,2,5,218.8333333,3,54,28,1430.854167,0.018823529,0.022957516,9.509492485,0,December,iOS,Chrome,North America,2,Returning,TRUE,No
dpGpNwurZL8jJaLq,0,2,100,6,131,63,2611.651923,0,0.002985075,0,0,December,Windows,Safari,Middle East,2,Returning,FALSE,No
lPKSoawYI9836zsQ,1,0,0,0,0,6,161.6666667,0,0.05,0,0,December,Android,Chrome,Other,3,New,FALSE,No
Xmd7b4Kpqiz8bXtH,2,0,0,0,0,10,357.5555556,0,0.022222222,0,,December,Windows,UC Browser,Asia-Pacific,11,New,FALSE,No
VO3vr4MuHYn2787T,0,4,793.5,0,0,61,2440.473611,0.00625,0.014867424,12.58179402,0,November,iOS,Chrome,Other,2,Returning,TRUE,No
WQTzNaA05Xw0x2Mn,0,,,0,0,22,348.4333333,0.028571429,0.041269841,0,0,November,Windows,UC Browser,Middle East,11,Returning,FALSE,Yes
XP9vEzQo8Py6hCl3,2,9,303.8666667,0,0,72,3752.66697,0.007042254,0.007280349,0,0,November,Windows,Safari,North America,,Returning,FALSE,No
ZQYY9tLFTdfKkaJf,1,0,0,0,0,5,41.66666667,0,0.04,0,0,December,Android,Chrome,South America,2,New,FALSE,No
DkI8knlsSMA5GD0G,0,1,11,3,47.75,25,1925.979167,0.023076923,0.056025641,0,0,December,Android,Chrome,Oceania,2,Returning,FALSE,No
m9b0clbemkwIHs5H,,0,0,0,0,15,263.25,0.013333333,0.04,0,,November,Windows,Safari,Asia-Pacific,10,Returning,TRUE,No
0TCbTxipo6PxPbxs,4,,,0,0,30,917.25,0,0.005405405,0,0,November,Android,Chrome,North America,2,New,TRUE,Yes
PPJcUsSocMCpQf6t,0,8,342.75,0,0,12,653.125,0.01,0.03,0,0,November,Android,Chrome,Oceania,2,Returning,FALSE,No
xhPU4K08mZx4wjEx,3,0,0,0,0,102,3284.5,0.003921569,0.010359477,0,0,December,Android,Chrome,North America,3,Returning,FALSE,No
aW0AVCul7mO4OZgS,1,0,0,0,0,3,408,0,0.033333333,0,0,November,Android,Chrome,South America,3,Returning,FALSE,No
DFrvUNiaf3TocwZF,4,0,0,0,0,4,0,0.2,0.2,0,0,November,iOS,Chrome,North America,,Returning,FALSE,No
5WriesbKxrp80hu1,0,1,0,0,0,37,1731.5,0,0.005263158,17.22281788,0,November,Android,Chrome,North America,2,New,FALSE,Yes
r5S8DcvsLHTGLPEA,3,0,0,0,0,171,6793.383281,0.007766272,0.023198706,2.381971158,0,November,Android,Chrome,North America,1,Returning,FALSE,Yes
2ifI66fdSrfDBd90,2,3,36,2,16,74,4377.708157,0.02,0.029308735,0,0,November,Windows,Chrome,Asia-Pacific,2,Returning,FALSE,Yes
